,judul_skripsi,text_preprocessing,label
131,IMPLEMENTASI METODE K-NEAREST NEIGHBOR (K-NN) DAN ALGORITMA LAMPORT BAKERY UNTUK MEMPREDIKSI MASA KADALUARSA PRODUK PADA TOKO INDAH BAKERY BEKASI,implementasi metode k-nearest neighbor k-nn algoritma lamport bakery prediksi masa kadaluarsa produk toko indah bakery bekas,2
132,Perancangan Sistem Penilaian kinerja untuk rekomendasi prestasi karyawan dengan metode promethee,rancang sistem nilai kinerja rekomendasi prestasi karyawan metode promethee,1
133,MENENTUKAN TINGKAT PENJUALAN PRODUK PADA TOKO KAOS DAN SABLON JECLO MENGGUNAKAN METODE K-MEANS,tentu tingkat jual produk toko kaos sablon jeclo guna metode k-means,2
134,PERANCANGAN MODEL MONITORING UNTUK PENCEGAHAN FRAUD PADA DATA TRANSAKSI DENGAN METODE ANALISA HIRARKI,rancang model monitoring cegah fraud data transaksi metode analisa hirarki,1
135,PERBANDINGAN PREDIKSI HUBUNGAN BIAYA PRODUKSI DENGAN KEUNTUNGAN PENJUALAN  PRODUK PADA TOKO ZAHRA KUEH MENGGUNAKAN METODE FP-GROWTH BERBASIS WEB,banding prediksi hubung biaya produksi untung jual produk toko zahra eh guna metode fp-growth bas web,3
136,Rancangan sistem untuk mendeteksi karyawan yang menyimpang berdasarkan presensi menggunakan metode KNN,rancang sistem deteksi karyawan simpang dasar presensi guna metode knn,3
137,PENERAPAN DATAMINING DALAM MENGELOMPOKKAN JUMLAH WISATAWAN NUSANTARA (STUDI KASUS : DKI JAKARTA),terap datamining kelompok jumlah wisatawan nusantara studi kasus dki jakarta,4
138,PENERAPAN DATAMINING DALAM MENGELOMPOKKAN JUMLAH WISATAWAN NUSANTARA (STUDI KASUS : DKI JAKARTA),terap datamining kelompok jumlah wisatawan nusantara studi kasus dki jakarta,4
139,PENERAPAN K-NEARERST NEIGHBOUR DALAM PENERIMAAN PESERTA DIDIK DENGAN SISTEM ZONASI PADA SMP NEGERI 20 BEKASI,terap k-nearerst neighbour terima serta didik sistem zonasi smp negeri 20 bekas,1
140,IMPLEMENTASI DATAMINING UNTUK PENINGKATAN KINERJA SUPPLY CHAIN MANAGEMENT PADA PT CANDI GASINDO UTAMA,implementasi datamining tingkat kinerja supply chain management pt candi gasindo utama,2
141,RANCANG BANGUN SISTEM FACE RECOGNITION UNTUK LOGIN MENGGUNAKAN METODE HAAR CASCADE CLASSIFIER(STUDI KASUS : SIAKAD UNSADA),rancang bangun sistem face recognition login guna metode haar cascade classifier studi kasus siakad unsada,3
142,"IMPLEMENTASI ALGORITMA ARTIFICIAL NEURAL NETWORK DALAM PREDIKSI HARGA RUMAH (STUDI KASUS: HOUSE PRICE PREDITCION, SHREE 2017)",implementasi algoritma artificial neural network prediksi harga rumah studi kasus house price preditcion shree 2017,2
143,PERANCANGAN SISTEM PENDUKUNG KEPUTUSAN KARYAWAN TETAP MENGGUNAKAN METODE WEIGHTED PRODUCT DAN SIMPLE ADDITIVE WEIGHTING BERBASIS WEB (Studi kasus : PT. Intan Tekno Mandiri,rancang sistem dukung putus karyawan tetap guna metode weighted product simple additive weighting bas web studi kasus pt intan tekno mandiri,3
144,SISTEM PERANCANGAN KEPUTUSAN PEMILIHAN SUPPLIER PADA ALINDA MOTOR MENGGUNAKAN METODE WEIGHTED PRODUCT (WP),sistem rancang putus pilih supplier alinda motor guna metode weighted product wp,3
145,PERANCANGAN SISTEM REKOMENDASI DIET SEHAT UNTUK MENJAGA IMUNITAS PADA MASA PANDEMI COVID-19 BERBASIS ANDROID,rancang sistem rekomendasi diet sehat jaga imunitas masa pandemi covid-19 bas android,3
146,SISTEM PENDUKUNG KEPUTUSAN REKOMENDASI MENU KOPI MENGGUNAKAN METODE WEIGHTED PRODUCT BERBASIS ANDROID,sistem dukung putus rekomendasi menu kopi guna metode weighted product bas android,3
147,RANCANG BANGUN SISTEM INFORMASI PERSEDIAAN OBAT MENGGUNAKAN METODE K-MEANS (STUDI KASUS : APOTEK MEDICASTORE),rancang bangun sistem informasi sedia obat guna metode k-means studi kasus apotek medicastore,3
148,Perancangan Sistem Penilaian kinerja untuk rekomendasi prestasi karyawan dengan metode promethee,rancang sistem nilai kinerja rekomendasi prestasi karyawan metode promethee,1
149,SISTEM PAKAR DIAGNOSA AUTIS PADA ANAK DENGAN METODE FORWARD CHAINING DAN CERTAINTY FACTOR BERBASIS ANDROID,sistem pakar diagnosa autis anak metode forward chaining certainty factor bas android,3
150,PERANCANGAN SISTEM PENILAIAN KINERJA PEGAWAI BERBASIS WEBSITE DENGAN METODE BEHAVIORALLY ANCHOR RATING SCALE,rancang sistem nilai kinerja pegawai bas website metode behaviorally anchor rating scale,1
151,PENERAPAN METODE K-MEANS CLUSTERING PADA PEMETAAN DAERAH TERHADAP TINGKAT PENYEBARAN COVID-19 DI KECAMATAN TEBET,terap metode k-means clustering meta daerah tingkat sebar covid-19 camat tebet,2
152,RANCANG BANGUN SISTEM INFORMASI PERSEDIAAN OBAT MENGGUNAKAN METODE K-MEANS (STUDI KASUS : APOTEK MEDICASTORE),rancang bangun sistem informasi sedia obat guna metode k-means studi kasus apotek medicastore,3
153,PERANCANGAN APLIKASI SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN PEGAWAI TERBAIK PADA PT JOYPACK BERBASIS WEB DENGAN MENGGUNAKAN METODE AHP DAN TOPSIS,rancang aplikasi sistem dukung putus pilih pegawai baik pt joypack bas web guna metode ahp topsis,3
154,PENERAPAN METODE NA�VE BAYES,terap metode na ve bayes,4
155,PENERAPAN METODE AHP SISTEM PENDUKUNG KEPUTUSAN PENENTUAN PENERIMA BANTUAN SOSIAL BERSUBSIDI UNTUK KELUARGA MISKIN (Studi Kasus : RW 03 PENGGILINGAN),terap metode ahp sistem dukung putus tentu terima bantu sosial subsidi keluarga miskin studi kasus rw 03 giling,4
156,PENERAPAN METODE CLUSTERING DATA PENJUALAN UNTUK REKOMENDASI SUPLY BARANG DENGAN METODE K-MEANS,terap metode clustering data jual rekomendasi suply barang metode k-means,2
157,"PERANCANGAN APLIKASI SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN PEGAWAI TERBAIK PADA PT JOYPACK BERBASIS WEB DENGAN MENGGUNAKAN METODE AHP DAN TOPSIS
",rancang aplikasi sistem dukung putus pilih pegawai baik pt joypack bas web guna metode ahp topsis,3
158,SISTEM PAKAR DIAGNOSA COVID-19 VARIAN B117 DENGAN METODE DAMPSTER SHAFER,sistem pakar diagnosa covid-19 varian b117 metode dampster shafer,3
159,IMPLEMENTASI DATA MINING TINDAK PIDANA MENGGUNAKAN METODE K-MEANS,implementasi data mining tindak pidana guna metode k-means,1
160,Rancangan Bangun Aplikasi Sistem Pendukung Keputusan Seleksi Penerimaan Kartu Jakarta Pintar (KJP) pada Siswa/i SMA Muhammadiyah 12 Jakarta Dengan Metode Simple Multi Attribute Rating Technique (SMART),rancang bangun aplikasi sistem dukung putus seleksi terima kartu jakarta pintar kjp siswa i sma muhammadiyah 12 jakarta metode simple multi attribute rating technique smart,0
161,PERANCANGAN SISTEM ULANGAN DARING DENGAN PENILAIAN OTOMATIS MENGGUNAKAN NATURAL LANGUAGE PROCESSING (NLP),rancang sistem ulang daring nilai otomatis guna natural language processing nlp,1
162,"PEMIILIHAN BEASISWA UNTUK SISWA BERPRESTASI MENGGUNAKAN METODE WEIGHTED PRODUCT(WP)
(STUDI KASUS: MAN 1 BREBES)",pemiilihan beasiswa siswa prestasi guna metode weighted product wp studi kasus man 1 brebes,1
163,RANCANGAN BANGUN SISTEM DIAGNOSIS KERUSAKAN PADA MOBIL MENGGUNAKAN METODE FORWARD CHAINING,rancang bangun sistem diagnosis rusa mobil guna metode forward chaining,3
164,RANCANG BANGUN APLIKASI ONLINE SHOP BERBASIS WEBSITE MENGGUNAKAN METODE MARKET BASKET ANALYSIS STUDI KASUS UD MANDIKA TECHNIC MAKMUR CIKARANG,rancang bangun aplikasi online shop bas website guna metode market basket analysis studi kasus ud mandika technic makmur cikarang,3
165,"PROPOSAL SKRIPSI
�SISTEM PAKAR DIAGNOSA PENYAKIT IKAN CUPANG  (BETTA SPLENDENS) DENGAN MENGGUNAKAN METODE FORWARD CHAINING BERBASIS WEB pada KEYZA BETTA FARM�",proposal skripsi sistem pakar diagnosa sakit ikan cupang betta splendens guna metode forward chaining bas web keyza betta farm,3
166,Perbandingan Analisis Sentimen Terhadap Kebijakan Pemerintah Terkait Vaksinasi COVID-19 Pada Twitter Menggunakan Naive Bayes Dan KNN,banding analisis sentimen bija perin kait vaksinasi covid-19 twitter guna naive bayes knn,3
167,"MODEL PERHITUNGAN REKOMENDASI UJI KELAYAKAN BUKU NONTEKS.
(STUDI KASUS: PUSAT KURIKULUM DAN PERBUKUAN)
",model hitung rekomendasi uji layak buku nonteks studi kasus pusat kurikulum buku,4
168,"MODEL PERHITUNGAN REKOMENDASI UJI KELAYAKAN BUKU NONTEKS.
(STUDI KASUS: PUSAT KURIKULUM DAN PERBUKUAN)
",model hitung rekomendasi uji layak buku nonteks studi kasus pusat kurikulum buku,4
169,Perancangan Sistem Penentuan Jasa Photigrafer Berbasis Web Dengan Menggunanakan Metode Analytic Hierarchy Process (Studi Kasus: UKM Unsada Photography Club),rancang sistem tentu jasa photigrafer bas web menggunanakan metode analytic hierarchy process studi kasus ukm unsada photography club,3
170,Perancangan Sistem Penentuan Jasa Photografer Berbasis Web Dengan Menggunakan Metode Analytic Hierarchy Process (Studi Kasus: UKM Unsada Photography Club),rancang sistem tentu jasa photografer bas web guna metode analytic hierarchy process studi kasus ukm unsada photography club,3
171,Implementasi rfid menggunakan metode waterfall dan metode ubiquitous code pada rumah pintar (kendali kunci pintu rumah) dengan nodemcu esp8266,implementasi rfid guna metode waterfall metode ubiquitous code rumah pintar kendali kunci pintu rumah nodemcu esp8266,3
172,PENERAPAN METODE CLUSTERING K-MEANS DALAM PENGELOMPOKKAN PENJUALAN PRODUK(Studi Kasus: Toko Diana Sport),terap metode clustering k-means kelompok jual produk studi kasus toko ana sport,4
173,IMPLEMENTASI ALGORITMA GENETIKA UNTUK PENJADWALAN PERKULIAHAN (Studi Kasus : Prodi Teknologi Informasi UNSADA),implementasi algoritma genetika jadwal kuliah studi kasus prodi teknologi informasi unsada,4
174,Sistem Informasi Pasar Online Berbasis Website Menerapkan Metode K-Nearest Neighbor (Studi Kasus Dinas Perdagangan Kabupaten Bekasi),sistem informasi pasar online bas website terap metode k-nearest neighbor studi kasus dinas dagang kabupaten bekas,3
175,IMPLEMENTASI PAYMENT GATEWAY MENGGUNAKAN METODE CLUSTERING UNTUK MENENTUKAN WAKTU FLASHSALE PADA CV. POTTERHOUSE,implementasi payment gateway guna metode clustering tentu waktu flashsale cv potterhouse,3
176,Penerapan Metode Algoritma K-Means Clustering Dalam Pengelompokan Penjualn Produk  (Studi Kasus: PT. Binabusana Internusa),terap metode algoritma k-means clustering kelompok penjualn produk studi kasus pt binabusana internusa,4
177,Analisa dan Implementasi Manajemen Perencanaan PT. Galeri IDE Jakarta,analisa implementasi manajemen rencana pt galeri ide jakarta,2
178,"Aplikasi Dokumentasi Akta dan Legalitas PT. Central Korporindo Internasional, Tbk",aplikasi dokumentasi akta legalitas pt central korporindo internasional tbk,2
179,Aplikasi E-Learning Bahasa dengan Metode Prototipe,aplikasi e-learning bahasa metode prototipe,2
180,Aplikasi Pelayanan Pembuatan Berkas Persyaratan Nikah,aplikasi layan buat berkas syarat nikah,0
181,Aplikasi Pembelajaran Hardware Komputer Berbasis Multimedia,aplikasi ajar hardware komputer bas multimedia,3
182,Aplikasi Pembelajaran Vocabulary Bahasa Inggris Untuk Siswa SD,aplikasi ajar vocabulary bahasa inggris siswa sd,1
183,Membangun Website Sebagai Media Pembelajaran di SMP Negeri 1 Gunungtanjung Kabupaten Tasikmalaya,bangun website media ajar smp negeri 1 gunungtanjung kabupaten tasikmalaya,1
184,Pengolahan Data Nilai Siswa SMK Negeri 2 Tasikmalaya Berbasis Web,olah data nilai siswa smk negeri 2 tasikmalaya bas web,1
185,Pengolahan Data Pembayaran Sumbangan Pembinaan Pendidikan SMK Al Ihsan,olah data bayar sumbang bina di smk al ihsan,1
186,Pengolahan Data Penjualan Mesin Besi Pada PT. Panca Teknik Banjarmasin Berbasis Multiuser,olah data jual mesin besi pt panca teknik banjarmasin bas multiuser,1
187,Pengolahan Data Siswa SMK Pancasila Manonjaya Kabupaten Tasikmalaya Berbasis Web,olah data siswa smk pancasila manonjaya kabupaten tasikmalaya bas web,1
188,Perancangan Aplikasi Sistem Informasi Pinjaman Keuangan Nasabah Koperasi Darusaadah,rancang aplikasi sistem informasi pinjam uang nasabah koperasi darusaadah,0
189,Perancangan Sistem Informasi Absensi Harian Siswa SMK Al Huda Sariwangi,rancang sistem informasi absensi hari siswa smk al huda sariwangi,1
190,Perancangan Sistem Informasi Akuntansi Perpustakaan Tradisional,rancang sistem informasi akuntansi pustaka tradisional,3
191,Perancangan Sistem Informasi Kepegawaian (Staf Pengajar dan Tata Usaha) pada MTs Lisda Pasirangin,rancang sistem informasi pegawai staf ajar tata usaha mts lisda pasirangin,3
192,Perancangan Sistem Informasi Nilai Akademi Kebidanan Sari Mulia Banjarmasin Berbasis Web,rancang sistem informasi nilai akademi bidan sari mulia banjarmasin bas web,1
193,Perancangan Sistem Informasi Pengelolaan Keuangan Siswa Berbasis Web di MAN Kiarakuda Ciawi,rancang sistem informasi kelola uang siswa bas web man kiarakuda ciawi,1
194,Perancangan Sistem Informasi Penjualan dan Pembelian pada PT. Kalica Group Banjarmasin,rancang sistem informasi jual beli pt kalica group banjarmasin,3
195,Perangkat Lunak Penjualan Barang Menggunakan Barcode Toko Hikmah Minimarket Rajapolah,perangkat lunak jual barang guna barcode toko hikmah minimarket rajapolah,2
196,Perangkat Lunak Rekrutmen Pegawai PT. Indah Parahyangan Berbasis Client-Server,perangkat lunak rekrutmen pegawai pt indah parahyangan bas client-server,2
197,Sistem Aplikasi Rental pada Taman Bacaan Gebby,sistem aplikasi rental taman baca gebby,3
198,Sistem Aplikasi Souvenir Berdasarkan Omset Pencapaian Sales,sistem aplikasi souvenir dasar omset capai sales,3
199,Sistem Informasi Stok Barang UD. Sumber Rasa Kota Tasikmalaya Berbasis Web,sistem informasi stok barang ud sumber rasa kota tasikmalaya bas web,1
200,Sistem Informasi Akademik Pesantren pada Pondok Pesantren Al Hasan,sistem informasi akademik pesantren pondok pesantren al hasan,3
201,Sistem Informasi Akademik SMK Daarul Hidayah,sistem informasi akademik smk daarul hidayah,1
202,Sistem Informasi Akuntansi di Media Pendidikan Ganesha,sistem informasi akuntansi media di ganesha,3
203,Sistem informasi Akuntansi Penerimaan dan Pengeluaran Kas pada Petugas Pengiriman Barang PT. Leuwigajah,sistem informasi akuntansi terima keluar kas tugas kirim barang pt leuwigajah,2
204,Sistem Informasi Aplikasi Pengelolaan Transaksi Keuangan dan Pendataan Konsumen BPS-SPAMs Kamulyan,sistem informasi aplikasi kelola transaksi uang data konsumen bps-spams kamulyan,1
205,Sistem Informasi Biodata Pegawai pada SMP Negeri 1 Leuwisari Menggunakan Visual Basic 6.0,sistem informasi biodata pegawai smp negeri 1 leuwisari guna visual basic 6 0,0
206,Sistem Informasi Data Pegawai PTP Nusantara IX (Persero) Kebun Warnasari Cilacap,sistem informasi data pegawai ptp nusantara ix persero kebun warnasari cilacap,1
207,Sistem Informasi Koperasi Simpan Pinjam pada SMA Negeri 1 Rancah,sistem informasi koperasi simpan pinjam sma negeri 1 rancah,0
208,Sistem Informasi Pencatatan Nilai di Sekolah Dasar Negeri (SDN) SingkirIi Cikalong Tasikmalaya,sistem informasi catat nilai sekolah dasar negeri sdn singkirii cikalong tasikmalaya,1
209,Sistem Informasi Pendataan Keluarga Miskin dengan Parameter Penghasilan dan Kondisi Rumah,sistem informasi data keluarga miskin parameter hasil kondisi rumah,1
210,Sistem Informasi Pengelolaan Barang Inventaris,sistem informasi kelola barang inventaris,2
211,Sistem Informasi Perpustakaan Menggunakan Visual Basic 6.0,sistem informasi pustaka guna visual basic 6 0,3
212,Sistem Informasi Produksi Pelelangan Ikan di Dinas Kelautan dan Perikanan,sistem informasi produksi lelang ikan dinas laut ikan,2
213,Sistem Informasi Rawat Jalan Instalasi Gawat Darurat (IGD) di Rumah Sakit,sistem informasi rawat jalan instalasi gawat darurat igd rumah sakit,3
214,Sistem Informasi Simpan Pinjam pada Koperasi Assyfa,sistem informasi simpan pinjam koperasi assyfa,0
215,Sistem Informasi Tagihan Rekening PDAM Kota Hulu Sungai Tengah Secara Online,sistem informasi tagih rekening pdam kota hulu sungai tengah online,3
216,Sistem Informasi Terminal Angkutan Umum Penumpang KM 6 Banjarmasin,sistem informasi terminal angkut umum tumpang km 6 banjarmasin,3
217,Sistem Komputerisasi Absen Guru dan Jadwal Mengajar pada Tiara Bimbingan Belajar di Palangkaraya,sistem komputerisasi absen guru jadwal ajar tiara bimbing ajar palangkaraya,3
218,Sistem Pakar Pendeteksian Kerusakan Hardware pada Komputer dengan Metode Fuzzy,sistem pakar deteksi rusa hardware komputer metode fuzzy,3
219,Website SMP Negeri 2 Cigalontang,website smp negeri 2 cigalontang,1
220,Sistem Pelayanan Servis Komputer CV. Jayacom Solusindo Banjarmasin,sistem layan servis komputer cv jayacom solusindo banjarmasin,3
221,Sistem Pengolahan Data Gaji Pegawai CV. Ariesta Sarana Niaga,sistem olah data gaji pegawai cv ariesta sarana niaga,1
222,Sistem Pengolahan Data Pasien Berbasis Jaringan LAN pada Praktek Dr. Wahab Syahroni,sistem olah data pasien bas jaring lan praktek dr wahab syahroni,1
223,Sistem Pengolahan Data Pegawai di SMP Negeri 1 Leuwisari,sistem olah data pegawai smp negeri 1 leuwisari,1
224,Sistem Informasi Pengolahan Data Penduduk Desa Kadupandak Cianjur,sistem informasi olah data duduk desa kadupandak cianjur,1
225,Sistem Pengolahan Data Rental Bus PO Budiman Tasikmalaya,sistem olah data rental bus po budiman tasikmalaya,1
226,Sistem Pengolahan Penggajian Pegawai di SMP Islam Manbaul Ulum Malaganti,sistem olah gaji pegawai smp islam manbaul ulum malaganti,1
